username,user_metrics,location,text,created_at,id,lang,metrics,republican,clean_text,sentiment,,,,
Cryptotis,"{'followers_count': 808, 'following_count': 1839, 'tweet_count': 7433, 'listed_count': 1}",Washington,"@EliseStefanik I guess they actually support having police, fire departments, social security, Medicare, clean drinking water, public schools.

What's the matter with Republicans?",2023-02-03 20:46:31+00:00,2400,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  I guess they actually support have police fire department social security medicare clean drinking water public schoolswhat the matter with republicans ,['positive'],,,,
joe_kidder2,"{'followers_count': 8675, 'following_count': 9465, 'tweet_count': 324905, 'listed_count': 62}",,@TonyHussein4 @GOP Republicans been fillin their pockets for 50 years https://t.co/VdUEzMxzdV,2023-02-03 20:46:28+00:00,9825,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   republicans been fillin their pocket for   year ,['negative'],,,,
Eskimohuskies51,"{'followers_count': 51, 'following_count': 187, 'tweet_count': 2444, 'listed_count': 0}",Illinois,"@JoJoFromJerz You mean since Republicans have the house, all of a sudden there's jobs?",2023-02-03 20:46:28+00:00,78209,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  you mean since republicans have the house all of a sudden there job ,['negative'],,,,
solanopd62,"{'followers_count': 39, 'following_count': 349, 'tweet_count': 2129, 'listed_count': 1}",,@JRobFromMN Not too long ago this swamp creature was begging MAGA Republicans for money to fund his campaign.  Kentucky GOP needs to wake up and vote him out.,2023-02-03 20:46:28+00:00,85698,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  not too long ago this swamp creature be beg maga republican for money to fund his campaign   kentucky gop need to wake up and vote he out ,['negative'],,,,
Hobbyman6,"{'followers_count': 10, 'following_count': 74, 'tweet_count': 15676, 'listed_count': 0}",,@RonFilipkowski She must mean GOP Republicans,2023-02-03 20:46:26+00:00,67680,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  she must mean gop republicans ,['negative'],,,,
SethTaylor1991,"{'followers_count': 288, 'following_count': 1798, 'tweet_count': 1437, 'listed_count': 5}",Georgia,"To all you Republicans clamoring for Biden to shoot down the Chinese spy balloon, let me ask you this: Why didn’t Trump shoot down any balloons when such espionage occurred during his presidency?",2023-02-03 20:46:26+00:00,48865,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",TRUE,to all you republicans clamor for biden to shoot down the chinese spy balloon let I ask you this why do not trump shoot down any balloon when such espionage occur during his presidency ,['negative'],,,,
56jaytee,"{'followers_count': 4385, 'following_count': 4978, 'tweet_count': 133353, 'listed_count': 57}",,"Republicans are already setting themselves up for disaster in 2024 - PR okay guys! Get ready for the reality goof show of the current century! Get your popcorn, best pal or spouse and a drink! Let’s get this watch party going! https://t.co/tT9iNb1RM2",2023-02-03 20:46:26+00:00,14051,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,republican be already set themselves up for disaster in    pr okay guy get ready for the reality goof show of the current century get your popcorn good pal or spouse and a drink let get this watch party go ,['positive'],,,,
PoliticusSarah,"{'followers_count': 106296, 'following_count': 5611, 'tweet_count': 154017, 'listed_count': 1608}",Pennsylvania,"The Pentagon is warning that shooting down the Chinese spy balloon could endanger the lives of Americans with falling debris, but that hasn’t stopped Republicans from calling for it to be shot down. 

https://t.co/KHJFMzDGdm via @politicususa",2023-02-03 20:46:26+00:00,48130,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0, 'impression_count': 0}",TRUE,the pentagon be warn that shoot down the chinese spy balloon could endanger the life of americans with fall debris but that have not stop republicans from call for it to be shoot down   via ,['negative'],,,,
ironburton,"{'followers_count': 447, 'following_count': 444, 'tweet_count': 8494, 'listed_count': 14}",California,@HannahDrake628 I truly do not understand how a si goes black person can support the Republican Party. It makes zero sense. If DeathSantis makes it out of Florida everyone who isn’t a white male is fucked.,2023-02-03 20:46:24+00:00,30336,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  I truly do not understand how a si go black person can support the republican party it make zero sense if deathsantis make it out of florida everyone who be not a white male be fuck ,['positive'],,,,
JayWill41942585,"{'followers_count': 347, 'following_count': 743, 'tweet_count': 4903, 'listed_count': 2}",Pennsylvania,"AOC in this video schooling republicans every time she speaks. 

https://t.co/Gu1ZfjJ5E7",2023-02-03 20:46:24+00:00,32000,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,aoc in this video schooling republican every time she speak ,['negative'],,,,
ForlibertyGreat,"{'followers_count': 28, 'following_count': 327, 'tweet_count': 72, 'listed_count': 5}",,"@prageru If the Republican Party wants to win the future, it must abandon too old ideas, cut off religion and turn to libertarianism.",2023-02-03 20:46:24+00:00,78592,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,  if the republican party want to win the future it must abandon too old idea cut off religion and turn to libertarianism ,['positive'],,,,
SaraReichard2,"{'followers_count': 55, 'following_count': 163, 'tweet_count': 608, 'listed_count': 0}",,@NBCNews Smart lady. Maybe you can get the Republican taint off if you live to ninety or so,2023-02-03 20:46:23+00:00,14402,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 3}",TRUE,  smart lady maybe you can get the republican taint off if you live to ninety or so ,['positive'],,,,
stilldemocrat,"{'followers_count': 79, 'following_count': 547, 'tweet_count': 1746, 'listed_count': 1}",,"@AdamParkhomenko if I had known that republicans would be so desperate to see a man's junk so badly, I would have asked president Biden to adopt me",2023-02-03 20:46:23+00:00,81441,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  if I have know that republicans would be so desperate to see a man junk so badly I would have ask president biden to adopt I ,['negative'],,,,
GDTourAlumni,"{'followers_count': 10, 'following_count': 125, 'tweet_count': 553, 'listed_count': 1}",New York,"@IlhanMN You’re a bad actor, ma’am. Kudos to House republicans for giving you the boot. You’re fired.",2023-02-03 20:46:23+00:00,56161,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 1}",TRUE,  you re a bad actor maam kudo to house republican for give you the boot you re fire ,['negative'],,,,
TomthunkitsMind,"{'followers_count': 84686, 'following_count': 68668, 'tweet_count': 3368245, 'listed_count': 966}",,Guess what happened to Trump on his way to jail? 3 Republican Judges (2 of whom were appointed by TFG) body slammed him with their legal ruling STOPPING THE SPECIAL MASTER. The answer is “NO! Donald” That’s something he’s not used to hearing. Ruh Roh! https://t.co/jnOrPq8MIv 02,2023-02-03 20:46:21+00:00,64000,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 5}",TRUE,guess what happen to trump on his way to jail   republican judge   of whom be appoint by tfg body slam he with their legal ruling stop the special master the answer be no donald that s something he s not use to hear ruh roh   ,['positive'],,,,
Pumpkin1159,"{'followers_count': 43, 'following_count': 331, 'tweet_count': 14238, 'listed_count': 1}",Ohio,"@CJ194519451945 @Victorshi2020 https://t.co/3EPtqqsx6I

This is Republican run committee
Read the link
To see how instrumental
She will be 😉",2023-02-03 20:46:20+00:00,48704,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,   this be republican run committeeread the linkto see how instrumentalshe will be ,['negative'],,,,
thescottmgreen,"{'followers_count': 516, 'following_count': 782, 'tweet_count': 15657, 'listed_count': 0}",,@SandrickRobin But Republicans don't want them here unless they can pass a racial purity test.,2023-02-03 20:46:19+00:00,36993,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  but republicans do not want they here unless they can pass a racial purity test ,['positive'],,,,
BbrileyNet,"{'followers_count': 10, 'following_count': 111, 'tweet_count': 3963, 'listed_count': 0}",,"@FrankMikeDavis1 Know what, there weren’t any labels like socialist. Liberal, conservative and MAGA in Jesus’ time. There were the oppressed and the oppressor. Kinda of like what the Republicans are trying to achieve.",2023-02-03 20:46:16+00:00,40864,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  know what there be not any label like socialist liberal conservative and maga in jesus time there be the oppressed and the oppressor kinda of like what the republicans be try to achieve ,['negative'],,,,
StarDustArt1,"{'followers_count': 1251, 'following_count': 2580, 'tweet_count': 11995, 'listed_count': 0}",Tennessee,"And here is yet ANOTHER of the Far-Right, Radical Republicans who meet once each day just to decide who is going to tweet what disinformation today.
#RepublicansLieAboutEverything 
#RepublicansAreDestroyingAmerica 
#RepublicansAreTheProblem 
#republicanshateamericans https://t.co/YSqbXS2lCT",2023-02-03 20:46:15+00:00,13665,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,and here be yet another of the farright radical republican who meet once each day just to decide who be go to tweet what disinformation today     ,['negative'],,,,
RodenboShauna,"{'followers_count': 178, 'following_count': 933, 'tweet_count': 22555, 'listed_count': 0}",,The House Republicans got rid of their American flag lapel pens and replaced them with an automatic weapon. The House Republicans are celebrating weapons of mass shootings. They are pro gun violence and truly anti-American anti-life #GOP,2023-02-03 20:46:15+00:00,86016,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,the house republicans got rid of their american flag lapel pen and replace they with an automatic weapon the house republicans be celebrate weapon of mass shooting they be pro gun violence and truly antiamerican antilife ,['negative'],,,,
carneymouse,"{'followers_count': 11, 'following_count': 223, 'tweet_count': 317, 'listed_count': 0}",,"@HawleyMO Hi Josh, You are culpable. They used republican hot air to inflate the balloon.",2023-02-03 20:46:15+00:00,56385,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 2}",TRUE,  hi josh you be culpable they use republican hot air to inflate the balloon ,['negative'],,,,
TheresaAube1,"{'followers_count': 7, 'following_count': 9, 'tweet_count': 2812, 'listed_count': 0}",,@HawleyMO Really like Biden had control over a communist country. Tell us no it all what he Republicans plan? No plan no agenda exactly now sthu and go away!,2023-02-03 20:46:15+00:00,95680,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,  really like biden have control over a communist country tell we no it all what he republicans plan no plan no agenda exactly now sthu and go away ,['negative'],,,,
Luke7771717,"{'followers_count': 30, 'following_count': 377, 'tweet_count': 1952, 'listed_count': 0}",,"This evil witch @SpeakerPelosi MUST be held accountable.  Mock the wicked...and God Bless @Jim_Jordan.   
https://t.co/MXNxZY8LBd",2023-02-03 20:46:14+00:00,8515,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,this evil witch   must be hold accountable   mock the wickedand god bless     ,['negative'],,,,
ThomasD16461962,"{'followers_count': 95, 'following_count': 217, 'tweet_count': 72225, 'listed_count': 0}",Pennsylvania,Republicans can’t win a fair election https://t.co/gPATwLqPeH,2023-02-03 20:46:13+00:00,37536,en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'impression_count': 0}",TRUE,republican can not win a fair election ,['positive'],,,,
